sno,tiktoker_name,tiktok_name,subscribers,views_avg,likes_avg,comments_avg,shares_avg,subscribers_count,rank,views_average,likes_average,comments_average,shares_average,row-cell,followers,views_(avg),likes_(avg),comments_(avg),shares_(avg),influencer_name
500.0,nicocaponecomedy,nicocapone.comedy,0,0.0,0.0,0.0,0.0,20.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,honeybobabear,HoneyBobaBear,0,0.0,0.0,0.0,0.0,7.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,masondenverr,mason,0,0.0,0.0,0.0,0.0,2M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,nicoletv,Kayla Nicole,0,0.0,0.0,0.0,0.0,10.2M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,aquajock_h2bro,JæBæ,0,0.0,0.0,0.0,0.0,509.7K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,terryreloaded,Terry Reloaded,0,0.0,0.0,0.0,0.0,3.9M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,soysuco,soysuco,0,0.0,0.0,0.0,0.0,9.6M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,itzyofficial,ITZY,0,0.0,0.0,0.0,0.0,7.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,oldtimehawkey,Old Time Hawkey,0,0.0,0.0,0.0,0.0,5.1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,missionaryjack,Jack Harlow,0,0.0,0.0,0.0,0.0,3.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,conormaynard,Conor Maynard,0,0.0,0.0,0.0,0.0,6.2M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,itssassagurl,Sassa Gurl,0,0.0,0.0,0.0,0.0,5.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,terryreloaded,Terry Reloaded,0,0.0,0.0,0.0,0.0,4M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,jimmydarts,Jimmy Darts,0,0.0,0.0,0.0,0.0,8.1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,alshad95,Alshad Ahmad,0,0.0,0.0,0.0,0.0,1.6M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,bayashi.tiktok,バヤシ🥑Bayashi,0,0.0,0.0,0.0,0.0,24.1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,rosalia,La Rosalia,0,0.0,0.0,0.0,0.0,18.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,daniel.labelle,Daniel LaBelle,0,0.0,0.0,0.0,0.0,25.5M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,masonmount,Mason Mount,0,0.0,0.0,0.0,0.0,2.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,theandrewschulz,Andrew Schulz,0,0.0,0.0,0.0,0.0,3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,activesufi,activesufi,0,0.0,0.0,0.0,0.0,364.6K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,hayleygeorgiamorris,Hayley Morris,0,0.0,0.0,0.0,0.0,2.9M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,lilnasx,lil nas x,0,0.0,0.0,0.0,0.0,27.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,willsmith,Will Smith,0,0.0,0.0,0.0,0.0,67.4M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,clarissaperezlara,Clari,0,0.0,0.0,0.0,0.0,129.5K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,spriteder_spd,Prite Netijen Netirattanapaiboon,0,0.0,0.0,0.0,0.0,2.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,paytonking,Payton King,0,0.0,0.0,0.0,0.0,5.1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,lexibrookerivera,Lexi Rivera,0,0.0,0.0,0.0,0.0,21.1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,snoopdogg,Snoop Dogg,0,0.0,0.0,0.0,0.0,19.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,tuckerbudzyn,tuckerbudzyn,0,0.0,0.0,0.0,0.0,10.1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,jaykindafunny8,Jaykindafunny,0,0.0,0.0,0.0,0.0,23.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,solsito.pe,Solsito.pe,0,0.0,0.0,0.0,0.0,80.2K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,jake2r,"Jake2r, Ph.D.",0,0.0,0.0,0.0,0.0,2.1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,thejoeyswoll,Joey Swoll,0,0.0,0.0,0.0,0.0,2.4M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,kallmekris,Kris HC,0,0.0,0.0,0.0,0.0,43.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,jdpantoja,JD Pantoja,0,0.0,0.0,0.0,0.0,26.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,datvilla94,🔥Đạt Villa🔥,0,0.0,0.0,0.0,0.0,5.2M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,haileybieber,Hailey Bieber,0,0.0,0.0,0.0,0.0,7.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,big.johns,Big Johns,0,0.0,0.0,0.0,0.0,140.3K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,cleanpuppy,Chloe Cherry,0,0.0,0.0,0.0,0.0,1.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,arabstay,𝕊𝕥𝕣𝕒𝕪 𝕜𝕚𝕕𝕤,0,0.0,0.0,0.0,0.0,219K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,aitch12,Aitch,0,0.0,0.0,0.0,0.0,1.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,doctorgraves,Dr.Graves,0,0.0,0.0,0.0,0.0,2.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,fredziownik_art,Franek Bielak,0,0.0,0.0,0.0,0.0,11.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,vibin.wit.tay,Tay,0,0.0,0.0,0.0,0.0,3.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,cedriklorenzen,Cedrik Lorenzen,0,0.0,0.0,0.0,0.0,2.1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,vanessalopesr,Vanessa Lopes,0,0.0,0.0,0.0,0.0,21.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,rustam_mayer_djavid,RUSTAM MAYER,0,0.0,0.0,0.0,0.0,4.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,soojinicoreana,Chingu Amiga,0,0.0,0.0,0.0,0.0,17.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,jinisprotips,💡 Jini 💡,0,0.0,0.0,0.0,0.0,713.7K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,esen_alva,Esen,0,0.0,0.0,0.0,0.0,3.1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,drew.nori,Drew Nori,0,0.0,0.0,0.0,0.0,4.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,wuesilva,Wue Silva,0,0.0,0.0,0.0,0.0,11.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,thallyssonsb,Thallysson Borges,0,0.0,0.0,0.0,0.0,8.5M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,natemyburgh,Nate,0,0.0,0.0,0.0,0.0,306.4K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,soso_aroundtheworld,Sosonebieridze,0,0.0,0.0,0.0,0.0,109.8K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,newboyjosh,Newboyjosh,0,0.0,0.0,0.0,0.0,340.5K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,initiaraandini,tiara andini,0,0.0,0.0,0.0,0.0,4.1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,iamkevingates,Kevin Gates,0,0.0,0.0,0.0,0.0,2.1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,max7424453118,Max Taylor,0,0.0,0.0,0.0,0.0,2.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,danya_milokhin,danya_milokhin,0,0.0,0.0,0.0,0.0,16.5M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,samanthalogan,Samantha Logan,0,0.0,0.0,0.0,0.0,1.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,jakekrantz1,Jake Krantz,0,0.0,0.0,0.0,0.0,2.1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,fujiiian,Fuji,0,0.0,0.0,0.0,0.0,12.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,vincentmarcus,VincentMarcus,0,0.0,0.0,0.0,0.0,2.5M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,hongthanhofficial,HongThanhOfficial,0,0.0,0.0,0.0,0.0,1.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,kervo.dolo,Kervo.dolo,0,0.0,0.0,0.0,0.0,7.5M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,zachjustice,Zach Justice,0,0.0,0.0,0.0,0.0,3.9M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,qamar_altaey,𓆩𝑄𝐴𝑀𝐴𝑅¹⁶𓆪,0,0.0,0.0,0.0,0.0,2.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,fortnitekanal.exe,Fortnitekanal.exe,0,0.0,0.0,0.0,0.0,1.4M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,m.wardy_14,وردى,0,0.0,0.0,0.0,0.0,67.6K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,ynchq,ЯN,0,0.0,0.0,0.0,0.0,3.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,nilered,NileRed,0,0.0,0.0,0.0,0.0,8.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,besttoks,besttoks,0,0.0,0.0,0.0,0.0,2.2M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,miketoks,Miketoks,0,0.0,0.0,0.0,0.0,11.6M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,tiktokmena,TikTok MENA,0,0.0,0.0,0.0,0.0,5.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,eyavanana,Eya,0,0.0,0.0,0.0,0.0,10.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,john.leitao,John Leitão,0,0.0,0.0,0.0,0.0,2.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,brunodiferente2022,Bruno Diferente,0,0.0,0.0,0.0,0.0,4M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,sugarcoatedsisters,Tabby and Chloe,0,0.0,0.0,0.0,0.0,320.3K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,hesfinatia,PINAT🍅|| IG: @hesfinatia,0,0.0,0.0,0.0,0.0,8.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,vadik_dikiy,vadik_dikiy,0,0.0,0.0,0.0,0.0,914.8K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,championsleague,Champions League,0,0.0,0.0,0.0,0.0,11.6M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,esnyrrr,Esnyr Ranollo,0,0.0,0.0,0.0,0.0,4.4M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,savanahmosss,Savanah Moss,0,0.0,0.0,0.0,0.0,9.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,dindahw14,Dinda Hauw,0,0.0,0.0,0.0,0.0,3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,joshiiwuhhh,Joshua Alden,0,0.0,0.0,0.0,0.0,3.2M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,j3ipy_,Jeipy,0,0.0,0.0,0.0,0.0,7.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,morganpresleyxo,Morgan Presley,0,0.0,0.0,0.0,0.0,5.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,skaijackson,Skai Jackson 🥰,0,0.0,0.0,0.0,0.0,19.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,ssmaaaryy,Razi Monroe,0,0.0,0.0,0.0,0.0,6.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,vhackerr,Vinnie,0,0.0,0.0,0.0,0.0,13.9M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,tranvantre992,Trần Tre Vlogs 🐉,0,0.0,0.0,0.0,0.0,759.3K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,jwaltonnn,ᴊ⚡️,0,0.0,0.0,0.0,0.0,733.4K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,kubenjoy,KUBenjoy,0,0.0,0.0,0.0,0.0,3.5M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,jdiasss_,João Dias,0,0.0,0.0,0.0,0.0,7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,evcnoble,Everett Noble,0,0.0,0.0,0.0,0.0,9.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,victormelo,Victor Melo,0,0.0,0.0,0.0,0.0,19.4M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,emilen_im,Эмильен,0,0.0,0.0,0.0,0.0,4M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,ehlija,Eh Lija,0,0.0,0.0,0.0,0.0,3.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,thoriqhal,thariqhalilintar,0,0.0,0.0,0.0,0.0,3.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,afgsuga,Afg Suga Official,0,0.0,0.0,0.0,0.0,161.7K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,jen_wolff,jenny,0,0.0,0.0,0.0,0.0,187.6K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,tubbynugget,Tubby Nugget,0,0.0,0.0,0.0,0.0,3.5M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,rescuerestore,Rescue & Restore,0,0.0,0.0,0.0,0.0,1.5M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,baddest4bitches,Edda,0,0.0,0.0,0.0,0.0,1.5M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,_itsstefano_,It'sStefano,0,0.0,0.0,0.0,0.0,4.4M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,guryan_off,Гурьянов Максим,0,0.0,0.0,0.0,0.0,2.6M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,thebenjishow,benji,0,0.0,0.0,0.0,0.0,5.5M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,mikaelatesta,Mikaela Testa,0,0.0,0.0,0.0,0.0,1.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,grillervm,GrillerVM,0,0.0,0.0,0.0,0.0,2.9M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,riaricis,Ria Ricis,0,0.0,0.0,0.0,0.0,25.5M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,lizzza,Liza Koshy,0,0.0,0.0,0.0,0.0,29.4M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,elmarianaa,ElMariana,0,0.0,0.0,0.0,0.0,6.5M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,somi_official_,JEON SOMI,0,0.0,0.0,0.0,0.0,6.1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,craggygames,Craggy Games,0,0.0,0.0,726.0,0.0,306.8K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,gritside,gritside,0,0.0,0.0,0.0,0.0,3.6M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,charlieputh,Charlie Puth,0,0.0,0.0,0.0,0.0,16.1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,spencer_serafica,Xspencer,0,0.0,0.0,0.0,0.0,12.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,mikaylahau,Mikaylah,0,0.0,0.0,0.0,0.0,4.2M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,kevinprieto077,kevinprieto077,0,0.0,0.0,0.0,0.0,1.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,christianfabiannn,Christian Fabián D.,0,0.0,0.0,0.0,0.0,12M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,brotherofcolor,Heyimparis,0,0.0,0.0,0.0,0.0,12.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,gavrilinaa,Юлька Шпулька🕷🕸,0,0.0,0.0,0.0,0.0,16.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,phun.anh,Phùn Anh,0,0.0,0.0,0.0,0.0,2.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,tooturnttony,Tooturnttony,0,0.0,0.0,0.0,0.0,15.6M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,baimwong,Baim Wong,0,0.0,0.0,0.0,0.0,7.5M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,maxtaylorlifts,Max Taylor,0,0.0,0.0,0.0,0.0,7.6M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,kimberly11sofia,✨Kimberly11sofia✨,0,0.0,0.0,0.0,0.0,576.6K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,lourdasprec,LOURD,0,0.0,0.0,0.0,0.0,8.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,katiavlogss,KATIAVLOGS🐒,0,0.0,0.0,0.0,0.0,13.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,itslennnie,lennnie,0,0.0,0.0,0.0,0.0,1.9M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,couragejd,Jack CouRage Dunlop,0,0.0,0.0,0.0,0.0,3.1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,karimmahmoudabdelaziz,Karim Mahmoud Abdel Aziz,0,0.0,0.0,0.0,0.0,3.4M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,jbdjebb,Jean-Baptiste Djebbari,0,0.0,0.0,0.0,0.0,1.1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,dailymug69,It’s a sad story...,0,0.0,0.0,0.0,0.0,4.2M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,superfirsthero,СУПЕРПЕРВЫЙГЕРОЙ,0,0.0,0.0,0.0,0.0,1.6M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,cookingwithlynja,Lynja,0,0.0,0.0,0.0,0.0,9.9M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,gordonramsayofficial,Gordon Ramsay,0,0.0,0.0,0.0,0.0,31.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,nabela,nabela,0,0.0,0.0,0.0,0.0,7.2M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,alexwaarren,Alex warren,0,0.0,0.0,0.0,0.0,15.2M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,ayesebastien,Sebastien,0,0.0,0.0,0.0,0.0,7.2M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,jamie32bsh,Jamie Big Sorrel Hor,0,0.0,0.0,0.0,0.0,7.1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,maxthemeatguy,Max The Meat Guy,0,0.0,0.0,0.0,0.0,3.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,andy.and.michelle,Andy & Michelle,0,0.0,0.0,0.0,0.0,3.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,realmsp,RealMsP,0,0.0,0.0,0.0,0.0,349.1K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,gameofthrones,Game of Thrones,0,0.0,0.0,0.0,0.0,647.3K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,ameliadimz,ameliadimz,0,0.0,0.0,0.0,0.0,1.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,chris,Chris Olsen,0,0.0,0.0,0.0,0.0,7.2M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,isaach.p,Isaac H.P,0,0.0,0.0,0.0,0.0,1.6M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,billlnai,nai,0,0.0,0.0,0.0,0.0,8.4M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,samseats,Sam Way,0,0.0,0.0,0.0,0.0,8.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,soysuco_ff,Suco Ismael,0,0.0,0.0,0.0,0.0,3.7M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,gaynadia,nadia,0,0.0,0.0,0.0,0.0,287.9K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,thatlittlepuff,ThatLittlePuff,0,0.0,0.0,0.0,0.0,25M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,lachama4_ff,LA CHAMA ᴰ,0,0.0,0.0,0.0,0.0,8.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,envydo,envy,0,0.0,0.0,0.0,0.0,198.7K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,k1lauea,killazz,0,0.0,0.0,0.0,0.0,128.2K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,noreportar08,noreportar08,0,0.0,0.0,0.0,0.0,265.3K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,elrodcontreras,ROD🥴,0,0.0,0.0,0.0,0.0,40.1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,kpp2179393999,きゃりーぱみゅぱみゅの裏垢,0,0.0,0.0,0.0,0.0,834.9K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,elgato,Rodrigo EL GATO,0,0.0,0.0,0.0,0.0,3.2M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,carolfermichh,CarolFerMichh,0,0.0,0.0,0.0,0.0,6.2M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,montpantoja,Montpantoja,0,0.0,0.0,0.0,0.0,32.3M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,mmmjoemele,Joe Mele,0,0.0,0.0,0.0,0.0,21M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,1xgoku,goku,0,0.0,0.0,0.0,0.0,74.8K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,anthonnyswagg3,anthonnyswagg,0,0.0,0.0,0.0,0.0,8.5M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,bjjojo_,j🐞j🦋fan,0,0.0,0.0,0.0,0.0,61.6K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,uberkuloz,Berk Keklik,0,0.0,0.0,0.0,0.0,1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,nilskue,Nils Kuesel,0,0.0,0.0,0.0,0.0,9.5M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,mcsilsiloficial,@mcsilsiloficial,0,0.0,0.0,0.0,0.0,5.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,labrinth,Labrinth,0,0.0,0.0,0.0,0.0,924.9K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,oilywhitehat,🔌,0,0.0,0.0,0.0,0.0,197.3K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,jacksepticeye,Jacksepticeye,0,0.0,0.0,0.0,0.0,4.2M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,marisol.viola,marisol viola,0,0.0,0.0,0.0,0.0,1.1M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,strangehumano,strangehumman NOVA,0,0.0,0.0,0.0,0.0,7.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,playboyjuju,🕷,0,0.0,0.0,0.0,0.0,259.4K,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,itsjessibaby,Jessi,0,0.0,0.0,0.0,0.0,5M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,bbykevv_,Kevin Nguyen,0,0.0,0.0,0.0,0.0,1.6M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,nykolasteles,Nykolas Teles,0,0.0,0.0,0.0,0.0,3.8M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
500.0,morimura,MoriMura🍕,0,0.0,0.0,0.0,0.0,6.4M,500.5,,,,,500.5,,0.0,0.0,0.0,0.0,Unknown
